RecordID,RACEID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#, VOTES ,WRITEIN, SUMVOTES , TOTVOTES ,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,RCV,Multi_RaceID,Multi_CandID,Multi_CO, Indivtotal_votes , Multitotal_votes ,Total_writein, Newtotvotes ,Rindivto,Newelected
202401175,425,7,2,CONTRA COSTA,2024,11/5/24,Pittsburg,0,CITY COUNCIL,2,,Full,2,Banales,Juan Antonio,Council Member/Engineer,Y,1,3," 13,615 ",50," 32,452 "," 32,502 ",41.9%,1,1,0,0,0,202400425,202401175,0," 13,615 "," 32,452 ",50," 32,502 ",1,1
202401176,425,7,2,CONTRA COSTA,2024,11/5/24,Pittsburg,0,CITY COUNCIL,2,,Full,2,Gonzalez,Iztaccuauhtli Hector,Small Business Owner,N,0,3," 7,003 ",50," 32,452 "," 32,502 ",21.5%,2,3,0,0,0,202400425,202401176,0," 7,003 "," 32,452 ",50," 32,502 ",3,2
202401177,425,7,2,CONTRA COSTA,2024,11/5/24,Pittsburg,0,CITY COUNCIL,2,,Full,2,Killings,Jelani,Councilmember/Ethics Analyst,Y,1,3," 11,834 ",50," 32,452 "," 32,502 ",36.4%,1,2,0,0,0,202400425,202401177,0," 11,834 "," 32,452 ",50," 32,502 ",2,1
202401178,426,7,2,CONTRA COSTA,2024,11/5/24,Pleasant Hill,0,CITY COUNCIL,2,1,Full,1,La,Belle,Senior Financial Analyst,N,0,2," 1,250 ",0," 2,467 "," 2,467 ",50.7%,1,1,0,0,0,202400426,202401178,0," 1,250 "," 2,467 ",0," 2,467 ",1,1
202401179,426,7,2,CONTRA COSTA,2024,11/5/24,Pleasant Hill,0,CITY COUNCIL,2,1,Full,1,Lewis,Marshall,Funding Director,N,0,2," 1,217 ",0," 2,467 "," 2,467 ",49.3%,2,2,0,0,0,202400426,202401179,0," 1,217 "," 2,467 ",0," 2,467 ",2,2
202401180,427,7,2,CONTRA COSTA,2024,11/5/24,Pleasant Hill,0,CITY COUNCIL,2,5,Full,1,Greenwood,Oliver,Estate Planning Attorney,N,0,2," 1,757 ",0," 3,859 "," 3,859 ",45.5%,2,2,0,0,0,202400427,202401180,0," 1,757 "," 3,859 ",0," 3,859 ",2,2
202401181,427,7,2,CONTRA COSTA,2024,11/5/24,Pleasant Hill,0,CITY COUNCIL,2,5,Full,1,Szakats,Amanda,Teacher,N,0,2," 2,102 ",0," 3,859 "," 3,859 ",54.5%,1,1,0,0,0,202400427,202401181,0," 2,102 "," 3,859 ",0," 3,859 ",1,1
202401182,428,7,2,CONTRA COSTA,2024,11/5/24,Richmond,0,CITY COUNCIL,2,1,Full,1,Brown,Jamelia,Social Worker,N,0,3," 1,852 ",0," 3,743 "," 3,743 ",49.5%,1,1,1,0,0,202400428,202401182,0," 1,852 "," 3,743 ",0," 3,743 ",1,1
202401183,428,7,2,CONTRA COSTA,2024,11/5/24,Richmond,0,CITY COUNCIL,2,1,Full,1,Wassberg,Mark,Retired Auto Mechanic,N,0,3, 396 ,0," 3,743 "," 3,743 ",10.6%,2,3,0,0,0,202400428,202401183,0, 396 ," 3,743 ",0," 3,743 ",3,2
202401184,428,7,2,CONTRA COSTA,2024,11/5/24,Richmond,0,CITY COUNCIL,2,1,Full,1,"Willis, Jr.",Melvin Lee,Incumbent,Y,1,3," 1,495 ",0," 3,743 "," 3,743 ",39.9%,2,2,1,0,0,202400428,202401184,0," 1,495 "," 3,743 ",0," 3,743 ",2,2
202401185,429,7,2,CONTRA COSTA,2024,11/5/24,Richmond,0,CITY COUNCIL,2,5,Full,1,Anderson,Ahmad,Non Profit Director,N,0,2," 3,144 ",0," 7,223 "," 7,223 ",43.5%,2,2,0,0,0,202400429,202401185,0," 3,144 "," 7,223 ",0," 7,223 ",2,2
202401186,429,7,2,CONTRA COSTA,2024,11/5/24,Richmond,0,CITY COUNCIL,2,5,Full,1,Wilson,Sue,Community Nonprofit Advisor,N,0,2," 4,079 ",0," 7,223 "," 7,223 ",56.5%,1,1,0,0,0,202400429,202401186,0," 4,079 "," 7,223 ",0," 7,223 ",1,1
202401187,430,7,2,CONTRA COSTA,2024,11/5/24,Richmond,0,CITY COUNCIL,2,6,Full,1,Dunning,Shawn,Conflict Resolution Consultant,N,0,2," 2,661 ",0," 6,893 "," 6,893 ",38.6%,2,2,0,0,0,202400430,202401187,0," 2,661 "," 6,893 ",0," 6,893 ",2,2
202401188,430,7,2,CONTRA COSTA,2024,11/5/24,Richmond,0,CITY COUNCIL,2,6,Full,1,Jimenez,Claudia,Richmond City Councilmember District 6,Y,1,2," 4,232 ",0," 6,893 "," 6,893 ",61.4%,1,1,0,0,0,202400430,202401188,0," 4,232 "," 6,893 ",0," 6,893 ",1,1
202401189,431,7,2,CONTRA COSTA,2024,11/5/24,San Pablo,0,CITY COUNCIL,2,,Full,3,Cruz,Arturo,Incumbent,Y,1,3," 4,137 ",0," 13,272 "," 13,272 ",31.2%,1,2,0,0,0,202400431,202401189,0," 4,137 "," 13,272 ",0," 13,272 ",2,1
202401190,431,7,2,CONTRA COSTA,2024,11/5/24,San Pablo,0,CITY COUNCIL,2,,Full,3,Pineda,Abel,Incumbent,Y,1,3," 4,124 ",0," 13,272 "," 13,272 ",31.1%,1,3,0,0,0,202400431,202401190,0," 4,124 "," 13,272 ",0," 13,272 ",3,1
202401191,431,7,2,CONTRA COSTA,2024,11/5/24,San Pablo,0,CITY COUNCIL,2,,Full,3,Ponce,Patricia R.,Mayor,Y,1,3," 5,011 ",0," 13,272 "," 13,272 ",37.8%,1,1,0,0,0,202400431,202401191,0," 5,011 "," 13,272 ",0," 13,272 ",1,1
202401192,432,7,2,CONTRA COSTA,2024,11/5/24,San Ramon,0,CITY COUNCIL,2,1,Full,1,Jweinat,Robert,Attorney/Business Owner,N,0,2," 4,252 ",0," 8,366 "," 8,366 ",50.8%,1,1,0,0,0,202400432,202401192,0," 4,252 "," 8,366 ",0," 8,366 ",1,1
202401193,432,7,2,CONTRA COSTA,2024,11/5/24,San Ramon,0,CITY COUNCIL,2,1,Full,1,Shetty,Vasanth,Financial Technology Executive,N,0,2," 4,114 ",0," 8,366 "," 8,366 ",49.2%,2,2,0,0,0,202400432,202401193,0," 4,114 "," 8,366 ",0," 8,366 ",2,2
202401194,433,7,2,CONTRA COSTA,2024,11/5/24,San Ramon,0,CITY COUNCIL,2,3,Full,1,Verose,Sridhar,San Ramon City Councilmember,Y,1,1," 5,939 ",0," 5,939 "," 5,939 ",100.0%,1,1,0,0,0,202400433,202401194,0," 5,939 "," 5,939 ",0," 5,939 ",1,1
202401195,435,7,2,CONTRA COSTA,2024,11/5/24,Walnut Creek,0,CITY COUNCIL,2,,Full,3,Darling,Cindy,City Councilmember/Scientist,Y,1,5," 23,317 ",0," 87,074 "," 87,074 ",26.8%,1,1,0,0,0,202400435,202401195,0," 23,317 "," 87,074 ",0," 87,074 ",1,1
202401196,435,7,2,CONTRA COSTA,2024,11/5/24,Walnut Creek,0,CITY COUNCIL,2,,Full,3,Devinney,Craig,ER Doctor,N,0,5," 19,866 ",0," 87,074 "," 87,074 ",22.8%,1,3,0,0,0,202400435,202401196,0," 19,866 "," 87,074 ",0," 87,074 ",3,1
202401197,435,7,2,CONTRA COSTA,2024,11/5/24,Walnut Creek,0,CITY COUNCIL,2,,Full,3,Moran,Brendan,Real Estate Broker,N,0,5," 9,688 ",0," 87,074 "," 87,074 ",11.1%,2,5,0,0,0,202400435,202401197,0," 9,688 "," 87,074 ",0," 87,074 ",5,2
202401198,435,7,2,CONTRA COSTA,2024,11/5/24,Walnut Creek,0,CITY COUNCIL,2,,Full,3,Patch,Laura,Environmental Nonprofit Manager,N,0,5," 12,388 ",0," 87,074 "," 87,074 ",14.2%,2,4,0,0,0,202400435,202401198,0," 12,388 "," 87,074 ",0," 87,074 ",4,2
202401199,435,7,2,CONTRA COSTA,2024,11/5/24,Walnut Creek,0,CITY COUNCIL,2,,Full,3,Wilk,Kevin,Councilmember/Technology Executive,Y,1,5," 21,815 ",0," 87,074 "," 87,074 ",25.1%,1,2,0,0,0,202400435,202401199,0," 21,815 "," 87,074 ",0," 87,074 ",2,1
202401200,406,7,2,CONTRA COSTA,2024,11/5/24,Antioch,0,CITY TREASURER,6,,Full,1,Davis,Jim,Educator/Instructor Trainer,N,0,3," 11,986 ",0," 38,878 "," 38,878 ",30.8%,2,3,0,0,0,202400406,202401200,0," 11,986 "," 38,878 ",0," 38,878 ",3,2
202401201,406,7,2,CONTRA COSTA,2024,11/5/24,Antioch,0,CITY TREASURER,6,,Full,1,Ogorchock,Lori,Councilwoman/Small Businessperson,N,0,3," 12,290 ",0," 38,878 "," 38,878 ",31.6%,2,2,1,0,0,202400406,202401201,0," 12,290 "," 38,878 ",0," 38,878 ",2,2
202401202,406,7,2,CONTRA COSTA,2024,11/5/24,Antioch,0,CITY TREASURER,6,,Full,1,"Rojas, Jr.",Jorge,Chief Financial Officer,N,0,3," 14,602 ",0," 38,878 "," 38,878 ",37.6%,1,1,1,0,0,202400406,202401202,0," 14,602 "," 38,878 ",0," 38,878 ",1,1
202401203,424,7,2,CONTRA COSTA,2024,11/5/24,Pinole,0,CITY TREASURER,6,,Full,1,Menis,Rafael,Home Healthcare Aide,N,0,2," 3,387 ",0," 7,746 "," 7,746 ",43.7%,2,2,0,0,0,202400424,202401203,0," 3,387 "," 7,746 ",0," 7,746 ",2,2
202401204,424,7,2,CONTRA COSTA,2024,11/5/24,Pinole,0,CITY TREASURER,6,,Full,1,Swearingen,Roy V.,Incumbent,Y,1,2," 4,359 ",0," 7,746 "," 7,746 ",56.3%,1,1,0,0,0,202400424,202401204,0," 4,359 "," 7,746 ",0," 7,746 ",1,1
202400075,36,7,1,CONTRA COSTA,2024,11/5/24,Contra Costa,0,COUNTY SUPERVISOR,1,5,Full,1,Barbanica,Mike,Retired Police Lieutenant,N,0,2," 37,896 ",0," 79,213 "," 79,213 ",47.8%,2,2,0,0,0,202400036,202400075,0," 37,896 "," 79,213 ",0," 79,213 ",2,2
202400076,36,7,1,CONTRA COSTA,2024,11/5/24,Contra Costa,0,COUNTY SUPERVISOR,1,5,Full,1,Scales-Preston,Shanelle,Councilmember/District Director,N,0,2," 41,317 ",0," 79,213 "," 79,213 ",52.2%,1,1,0,0,0,202400036,202400076,0," 41,317 "," 79,213 ",0," 79,213 ",1,1
202400077,37,7,1,CONTRA COSTA,2024,11/5/24,Contra Costa,1,"DIRECTOR, Crockett CSD",4,,Full,1,Murdock,Gaunt,Engineer,N,0,2, 829 ,0," 1,562 "," 1,562 ",53.1%,1,1,0,0,0,202400037,202400077,0, 829 ," 1,562 ",0," 1,562 ",1,1
202400078,37,7,1,CONTRA COSTA,2024,11/5/24,Contra Costa,1,"DIRECTOR, Crockett CSD",4,,Full,1,Raver,Matthew,Electrical Contractor,N,0,2, 733 ,0," 1,562 "," 1,562 ",46.9%,2,2,0,0,0,202400037,202400078,0, 733 ," 1,562 ",0," 1,562 ",2,2
202400079,38,7,1,CONTRA COSTA,2024,11/5/24,Contra Costa,1,"DIRECTOR, Town of Discovery Bay CSD",4,,Full,2,Belcher,Lesley,Business Owner,N,0,3," 4,114 ",0," 10,454 "," 10,454 ",39.4%,1,2,0,0,0,202400038,202400079,0," 4,114 "," 10,454 ",0," 10,454 ",2,1
202400080,38,7,1,CONTRA COSTA,2024,11/5/24,Contra Costa,1,"DIRECTOR, Town of Discovery Bay CSD",4,,Full,2,Graham,Carolyn,Incumbent,Y,1,3," 4,341 ",0," 10,454 "," 10,454 ",41.5%,1,1,0,0,0,202400038,202400080,0," 4,341 "," 10,454 ",0," 10,454 ",1,1
202400081,38,7,1,CONTRA COSTA,2024,11/5/24,Contra Costa,1,"DIRECTOR, Town of Discovery Bay CSD",4,,Full,2,Woren,Leonard D.,Senior Software Engineer,N,0,3," 1,999 ",0," 10,454 "," 10,454 ",19.1%,2,3,0,0,0,202400038,202400081,0," 1,999 "," 10,454 ",0," 10,454 ",3,2
202401205,407,7,2,CONTRA COSTA,2024,11/5/24,Antioch,0,MAYOR,6,,Full,1,Bernal,Ron,Business Consultant,N,0,3," 25,791 ",0," 41,615 "," 41,615 ",62.0%,1,1,0,0,0,202400407,202401205,0," 25,791 "," 41,615 ",0," 41,615 ",1,1
202401206,407,7,2,CONTRA COSTA,2024,11/5/24,Antioch,0,MAYOR,6,,Full,1,Christian,Rakesh,Community Volunteer,N,0,3," 3,041 ",0," 41,615 "," 41,615 ",7.3%,2,3,0,0,0,202400407,202401206,0," 3,041 "," 41,615 ",0," 41,615 ",3,2
202401207,407,7,2,CONTRA COSTA,2024,11/5/24,Antioch,0,MAYOR,6,,Full,1,Hernández-Thorpe,Lamar,Mayor,Y,1,3," 12,783 ",0," 41,615 "," 41,615 ",30.7%,2,2,0,0,0,202400407,202401207,0," 12,783 "," 41,615 ",0," 41,615 ",2,2
202401208,410,7,2,CONTRA COSTA,2024,11/5/24,Brentwood,0,MAYOR,6,,Full,1,Johnson,Gerald,Planning Commissioner/Consultant,N,0,2," 11,649 ",0," 29,607 "," 29,607 ",39.3%,2,2,0,0,0,202400410,202401208,0," 11,649 "," 29,607 ",0," 29,607 ",2,2
202401209,410,7,2,CONTRA COSTA,2024,11/5/24,Brentwood,0,MAYOR,6,,Full,1,Meyer,Susannah,Vice Mayor/Director,N,0,2," 17,958 ",0," 29,607 "," 29,607 ",60.7%,1,1,0,0,0,202400410,202401209,0," 17,958 "," 29,607 ",0," 29,607 ",1,1
202401210,434,7,2,CONTRA COSTA,2024,11/5/24,San Ramon,0,MAYOR,6,,Full,1,Armstrong,Mark H.,Councilmember/Retired Colonel,N,0,2," 24,915 ",0," 35,946 "," 35,946 ",69.3%,1,1,0,0,0,202400434,202401210,0," 24,915 "," 35,946 ",0," 35,946 ",1,1
202401211,434,7,2,CONTRA COSTA,2024,11/5/24,San Ramon,0,MAYOR,6,,Full,1,Kathrani,Chirag,Technology Entrepreneur,N,0,2," 11,031 ",0," 35,946 "," 35,946 ",30.7%,2,2,0,0,0,202400434,202401211,0," 11,031 "," 35,946 ",0," 35,946 ",2,2
202403870,1437,7,3,CONTRA COSTA,2024,11/5/24,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,,Full,2,Boyce,Tara,Technology Architect/Parent,N,0,6, 43 ,0, 177 , 177 ,24.3%,1,2,0,0,0,202401393,202403753,1," 13,219 "," 131,734 ",0," 131,734 ",4,2
202403871,1437,7,3,CONTRA COSTA,2024,11/5/24,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,,Full,2,Kaplanis,Deena,Mother/Doctor/Businesswoman,N,0,6, 44 ,0, 177 , 177 ,24.9%,1,1,0,0,0,202401393,202403754,1," 15,817 "," 131,734 ",0," 131,734 ",1,1
202403872,1437,7,3,CONTRA COSTA,2024,11/5/24,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,,Full,2,Paulsen,Jean,Graphic Novel Author,N,0,6, 5 ,0, 177 , 177 ,2.8%,2,6,0,0,0,202401393,202403755,1," 2,536 "," 131,734 ",0," 131,734 ",6,2
202403873,1437,7,3,CONTRA COSTA,2024,11/5/24,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,,Full,2,Pepper,Amanda,Parent/Author,N,0,6, 14 ,0, 177 , 177 ,7.9%,2,5,0,0,0,202401393,202403756,1," 4,177 "," 131,734 ",0," 131,734 ",5,2
202403874,1437,7,3,CONTRA COSTA,2024,11/5/24,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,,Full,2,Tufts,Maggie,Educator,N,0,6, 31 ,0, 177 , 177 ,17.5%,2,4,0,0,0,202401393,202403757,1," 14,895 "," 131,734 ",0," 131,734 ",3,2
202403875,1437,7,3,CONTRA COSTA,2024,11/5/24,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,,Full,2,Vandenheuvel,Christiaan,Pastor/Substitute Teacher,N,0,6, 40 ,0, 177 , 177 ,22.6%,2,3,0,0,0,202401393,202403758,1," 15,223 "," 131,734 ",0," 131,734 ",2,1
202403852,1430,7,3,CONTRA COSTA,2024,11/5/24,Acalanes Union High,0,SCHOOL BOARD MEMBER,3,,Full,2,Catalano,Peter,Rossmoor Board Member,N,0,6," 4,987 ",0," 94,219 "," 94,219 ",5.3%,2,6,0,0,0,202401430,202403852,0," 4,987 "," 94,219 ",0," 94,219 ",6,2
202403853,1430,7,3,CONTRA COSTA,2024,11/5/24,Acalanes Union High,0,SCHOOL BOARD MEMBER,3,,Full,2,Chopra,Paul,Accountant/Parent,N,0,6," 23,698 ",0," 94,219 "," 94,219 ",25.2%,1,2,0,0,0,202401430,202403853,0," 23,698 "," 94,219 ",0," 94,219 ",2,1
202403854,1430,7,3,CONTRA COSTA,2024,11/5/24,Acalanes Union High,0,SCHOOL BOARD MEMBER,3,,Full,2,Fontan,Andrew,Educator,N,0,6," 11,782 ",0," 94,219 "," 94,219 ",12.5%,2,4,0,0,0,202401430,202403854,0," 11,782 "," 94,219 ",0," 94,219 ",4,2
202403855,1430,7,3,CONTRA COSTA,2024,11/5/24,Acalanes Union High,0,SCHOOL BOARD MEMBER,3,,Full,2,Minighini,Sibyl,School Psychologist,N,0,6," 10,578 ",0," 94,219 "," 94,219 ",11.2%,2,5,0,0,0,202401430,202403855,0," 10,578 "," 94,219 ",0," 94,219 ",5,2
202403856,1430,7,3,CONTRA COSTA,2024,11/5/24,Acalanes Union High,0,SCHOOL BOARD MEMBER,3,,Full,2,Reicher,Wendy,Appointed Incumbent,Y,1,6," 28,513 ",0," 94,219 "," 94,219 ",30.3%,1,1,0,0,0,202401430,202403856,0," 28,513 "," 94,219 ",0," 94,219 ",1,1
202403857,1430,7,3,CONTRA COSTA,2024,11/5/24,Acalanes Union High,0,SCHOOL BOARD MEMBER,3,,Full,2,Schweppe,Stacey,Community Volunteer,N,0,6," 14,661 ",0," 94,219 "," 94,219 ",15.6%,2,3,0,0,0,202401430,202403857,0," 14,661 "," 94,219 ",0," 94,219 ",3,2
202403858,1431,7,3,CONTRA COSTA,2024,11/5/24,Antioch Unified,0,SCHOOL BOARD MEMBER,3,3,Full,1,Bergerhouse,Scott,Retired School Administrator,N,0,2," 4,191 ",0," 9,022 "," 9,022 ",46.5%,2,2,0,0,0,202401431,202403858,0," 4,191 "," 9,022 ",0," 9,022 ",2,2
202403859,1431,7,3,CONTRA COSTA,2024,11/5/24,Antioch Unified,0,SCHOOL BOARD MEMBER,3,3,Full,1,Brown,Dee,Educational Program Director,N,0,2," 4,831 ",0," 9,022 "," 9,022 ",53.5%,1,1,0,0,0,202401431,202403859,0," 4,831 "," 9,022 ",0," 9,022 ",1,1
202403860,1432,7,3,CONTRA COSTA,2024,11/5/24,Antioch Unified,0,SCHOOL BOARD MEMBER,3,4,Full,1,Cobos-Smith,Olga,Pediatric Nurse/Entrepreneur,N,0,2," 4,829 ",0," 7,986 "," 7,986 ",60.5%,1,1,0,0,0,202401432,202403860,0," 4,829 "," 7,986 ",0," 7,986 ",1,1
202403861,1432,7,3,CONTRA COSTA,2024,11/5/24,Antioch Unified,0,SCHOOL BOARD MEMBER,3,4,Full,1,Hack,Gary,Incumbent,Y,1,2," 3,157 ",0," 7,986 "," 7,986 ",39.5%,2,2,0,0,0,202401432,202403861,0," 3,157 "," 7,986 ",0," 7,986 ",2,2
202403862,1433,7,3,CONTRA COSTA,2024,11/5/24,Contra Costa Community College,0,SCHOOL BOARD MEMBER,3,2,Full,1,Honig,Diana J.,Retired Attorney/Mother,N,0,2," 77,127 ",0," 104,994 "," 104,994 ",73.5%,1,1,0,0,0,202401433,202403862,0," 77,127 "," 104,994 ",0," 104,994 ",1,1
202403863,1433,7,3,CONTRA COSTA,2024,11/5/24,Contra Costa Community College,0,SCHOOL BOARD MEMBER,3,2,Full,1,Opong-Mensah,Kofi,Businessman/Scientist,N,0,2," 27,867 ",0," 104,994 "," 104,994 ",26.5%,2,2,0,0,0,202401433,202403863,0," 27,867 "," 104,994 ",0," 104,994 ",2,2
202403864,1434,7,3,CONTRA COSTA,2024,11/5/24,Contra Costa Community College,0,SCHOOL BOARD MEMBER,3,5,Full,1,Sandoval,Fernando,Contra Costa Community College District Governing Board Member Ward 5,Y,1,2," 44,491 ",0," 70,073 "," 70,073 ",63.5%,1,1,0,0,0,202401434,202403864,0," 44,491 "," 70,073 ",0," 70,073 ",1,1
202403865,1434,7,3,CONTRA COSTA,2024,11/5/24,Contra Costa Community College,0,SCHOOL BOARD MEMBER,3,5,Full,1,Vinson,Debra,Child Family Therapist,N,0,2," 25,582 ",0," 70,073 "," 70,073 ",36.5%,2,2,0,0,0,202401434,202403865,0," 25,582 "," 70,073 ",0," 70,073 ",2,2
202403866,1435,7,3,CONTRA COSTA,2024,11/5/24,Contra Costa County Office of Education,0,SCHOOL BOARD MEMBER,3,1,Full,1,Caro,Anthony Edward,Financial Consultant,N,0,2," 28,949 ",0," 71,155 "," 71,155 ",40.7%,2,2,0,0,0,202401435,202403866,0," 28,949 "," 71,155 ",0," 71,155 ",2,2
202403867,1435,7,3,CONTRA COSTA,2024,11/5/24,Contra Costa County Office of Education,0,SCHOOL BOARD MEMBER,3,1,Full,1,Nathan-Heiss,Daniel,Educator/Economic Commissioner,N,0,2," 42,206 ",0," 71,155 "," 71,155 ",59.3%,1,1,0,0,0,202401435,202403867,0," 42,206 "," 71,155 ",0," 71,155 ",1,1
202403868,1436,7,3,CONTRA COSTA,2024,11/5/24,Contra Costa County Office of Education,0,SCHOOL BOARD MEMBER,3,3,Full,1,Gordon,Vicki,Educator,N,0,2," 29,483 ",0," 79,805 "," 79,805 ",36.9%,2,2,0,0,0,202401436,202403868,0," 29,483 "," 79,805 ",0," 79,805 ",2,2
202403869,1436,7,3,CONTRA COSTA,2024,11/5/24,Contra Costa County Office of Education,0,SCHOOL BOARD MEMBER,3,3,Full,1,Llamas,Yazmin,"Martinez Unified School District, Governing Board Member, Area 3",N,0,2," 50,322 ",0," 79,805 "," 79,805 ",63.1%,1,1,0,0,0,202401436,202403869,0," 50,322 "," 79,805 ",0," 79,805 ",1,1
202403876,1438,7,3,CONTRA COSTA,2024,11/5/24,Martinez Unified,0,SCHOOL BOARD MEMBER,3,1,Full,1,Campbell,Logan,Small Business Owner,N,0,2," 1,497 ",0," 2,828 "," 2,828 ",52.9%,1,1,0,0,0,202401437,202403870,0," 1,497 "," 2,828 ",0," 2,828 ",1,1
202403877,1438,7,3,CONTRA COSTA,2024,11/5/24,Martinez Unified,0,SCHOOL BOARD MEMBER,3,1,Full,1,Melendez,Carlos M.,Appointed Incumbent,Y,1,2," 1,331 ",0," 2,828 "," 2,828 ",47.1%,2,2,0,0,0,202401437,202403871,0," 1,331 "," 2,828 ",0," 2,828 ",2,2
202403878,1439,7,3,CONTRA COSTA,2024,11/5/24,Moraga Elementary,0,SCHOOL BOARD MEMBER,3,,Full,2,Dickerson,Stephanie,Physical Therapist,N,0,3," 5,436 ",0," 12,812 "," 12,812 ",42.4%,1,1,0,0,0,202401438,202403872,0," 5,436 "," 12,812 ",0," 12,812 ",1,1
202403879,1439,7,3,CONTRA COSTA,2024,11/5/24,Moraga Elementary,0,SCHOOL BOARD MEMBER,3,,Full,2,Hays,Lee,Businessman/Father,N,0,3," 4,417 ",0," 12,812 "," 12,812 ",34.5%,1,2,0,0,0,202401438,202403873,0," 4,417 "," 12,812 ",0," 12,812 ",2,1
202403880,1439,7,3,CONTRA COSTA,2024,11/5/24,Moraga Elementary,0,SCHOOL BOARD MEMBER,3,,Full,2,Panetta,Gian,Insurance Account Manager,N,0,3," 2,959 ",0," 12,812 "," 12,812 ",23.1%,2,3,0,0,0,202401438,202403874,0," 2,959 "," 12,812 ",0," 12,812 ",3,2
202403881,1440,7,3,CONTRA COSTA,2024,11/5/24,Mt. Diablo Unified,0,SCHOOL BOARD MEMBER,3,5,Full,1,McDougall,"Thomas ""Frugal""",Educator/Father/Businessman,N,0,2," 11,753 ",0," 22,647 "," 22,647 ",51.9%,1,1,0,0,0,202401439,202403875,0," 11,753 "," 22,647 ",0," 22,647 ",1,1
202403882,1440,7,3,CONTRA COSTA,2024,11/5/24,Mt. Diablo Unified,0,SCHOOL BOARD MEMBER,3,5,Full,1,Patel,May Jabeen,Businessperson/Parent/Caregiver,N,0,2," 10,894 ",0," 22,647 "," 22,647 ",48.1%,2,2,0,0,0,202401439,202403876,0," 10,894 "," 22,647 ",0," 22,647 ",2,2
202403883,1441,7,3,CONTRA COSTA,2024,11/5/24,San Ramon Valley Unified,0,SCHOOL BOARD MEMBER,3,2,Full,1,Clark,Shelley,Board Member/CFO,Y,1,2," 11,076 ",0," 18,704 "," 18,704 ",59.2%,1,1,0,0,0,202401440,202403877,0," 11,076 "," 18,704 ",0," 18,704 ",1,1
202403884,1441,7,3,CONTRA COSTA,2024,11/5/24,San Ramon Valley Unified,0,SCHOOL BOARD MEMBER,3,2,Full,1,Shumway,Karin,Homemaker,N,0,2," 7,628 ",0," 18,704 "," 18,704 ",40.8%,2,2,0,0,0,202401440,202403878,0," 7,628 "," 18,704 ",0," 18,704 ",2,2
202403885,1442,7,3,CONTRA COSTA,2024,11/5/24,San Ramon Valley Unified,0,SCHOOL BOARD MEMBER,3,3,Full,1,Bratt,Laura,Incumbent,Y,1,2," 6,062 ",0," 11,834 "," 11,834 ",51.2%,1,1,0,0,0,202401441,202403879,0," 6,062 "," 11,834 ",0," 11,834 ",1,1
202403886,1442,7,3,CONTRA COSTA,2024,11/5/24,San Ramon Valley Unified,0,SCHOOL BOARD MEMBER,3,3,Full,1,Sehgal,Sukriti,Scientist/Mother,N,0,2," 5,772 ",0," 11,834 "," 11,834 ",48.8%,2,2,0,0,0,202401441,202403880,0," 5,772 "," 11,834 ",0," 11,834 ",2,2
202403887,1443,7,3,CONTRA COSTA,2024,11/5/24,West Contra Costa Unified,0,SCHOOL BOARD MEMBER,3,2,Full,1,Christian,Otheree Ak,Incumbent,Y,1,2," 5,641 ",0," 12,451 "," 12,451 ",45.3%,2,2,0,0,0,202401442,202403881,0," 5,641 "," 12,451 ",0," 12,451 ",2,2
202403888,1443,7,3,CONTRA COSTA,2024,11/5/24,West Contra Costa Unified,0,SCHOOL BOARD MEMBER,3,2,Full,1,Enllana,Guadalupe,Community Volunteer,N,0,2," 6,810 ",0," 12,451 "," 12,451 ",54.7%,1,1,0,0,0,202401442,202403882,0," 6,810 "," 12,451 ",0," 12,451 ",1,1
202400082,39,8,1,DEL NORTE,2024,3/5/24,Del Norte,0,COUNTY SUPERVISOR,1,1,Full,1,Short,Darrin,Incumbent,Y,1,1, 566 ,0, 566 , 566 ,100.0%,1,1,0,0,0,202400039,202400082,0, 566 , 566 ,0, 566 ,1,1
202400083,40,8,1,DEL NORTE,2024,3/5/24,Del Norte,0,COUNTY SUPERVISOR,1,2,Full,1,Drown,Rivers,No Ballot Designation,N,0,2, 366 ,0, 980 , 980 ,37.3%,2,2,0,0,0,202400040,202400083,0, 366 , 980 ,0, 980 ,2,2
202400084,40,8,1,DEL NORTE,2024,3/5/24,Del Norte,0,COUNTY SUPERVISOR,1,2,Full,1,Starkey,Valerie,Incumbent,Y,1,2, 614 ,0, 980 , 980 ,62.7%,1,1,0,0,0,202400040,202400084,0, 614 , 980 ,0, 980 ,1,1
202400085,41,8,1,DEL NORTE,2024,3/5/24,Del Norte,0,COUNTY SUPERVISOR,1,5,Full,1,Polen,Heather,No Ballot Designation,N,0,3, 353 ,0," 1,143 "," 1,143 ",30.9%,2,2,0,0,0,202400041,202400085,0, 353 ," 1,143 ",0," 1,143 ",2,2
