MeasID,YEAR,CO#,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTOPIC,RECTYPENAME,RECTOPICNAME, YES , NO , TOTAL ,PERCENT,REQ,outcome,PASSFAIL,Multi_CO,Multi_MeasID, YES_sum , NO_sum , Total_sum ,Percent_sum,Outcome_sum,passfail_sum,typerec,toprec
202400163,2024,10,2,FRESNO,11/5/24,Firebaugh,0,M,V,Shall the office of city clerk be appointive?,70,43,Ordinance,Governance: Organization, 903 , 736 ," 1,639 ",55.1%,M,1,Pass,0,202400163, 903 , 736 ," 1,639 ",55.1%,1,Pass,70,40
202400164,2024,10,2,FRESNO,11/5/24,Firebaugh,0,M,W,Shall the office of city treasurer be appointive?,70,43,Ordinance,Governance: Organization, 884 , 696 ," 1,580 ",55.9%,M,1,Pass,0,202400164, 884 , 696 ," 1,580 ",55.9%,1,Pass,70,40
202400165,2024,10,2,FRESNO,11/5/24,Huron,0,M,Z,Shall the term of Office of Mayor be four years?,70,45,Ordinance,Governance: Political Reform/Term Limits, 405 , 259 , 664 ,61.0%,M,1,Pass,0,202400165, 405 , 259 , 664 ,61.0%,1,Pass,70,40
202400166,2024,10,2,FRESNO,11/5/24,Sanger,0,M,R,"Shall the measure maintaining 9-1-1 emergency response, fire protection; funding protective breathing equipment/clothing for firefighters, investigating/preventing crimes, including against children, gang prevention; maintaining paramedics for life support/advanced medical care, by continuing Sanger's existing, voter-approved 3/4¢ sales tax without changing rates, providing $3,200,000 annually until ended by voters, requiring public spending disclosure, all funds required to be spent only on public safety in Sanger, be adopted?",4,34,Sales Tax,Safety: Multiple Emergency Services," 5,615 "," 1,875 "," 7,490 ",75.0%,T,1,PassT,0,202400166," 5,615 "," 1,875 "," 7,490 ",75.0%,1,PassT,1,30
202400167,2024,10,2,FRESNO,11/5/24,Selma,0,M,T,Shall a measure establishing term limits for Selma Mayor and City Council Members be adopted?,70,45,Ordinance,Governance: Political Reform/Term Limits," 5,292 "," 1,003 "," 6,295 ",84.1%,M,1,Pass,0,202400167," 5,292 "," 1,003 "," 6,295 ",84.1%,1,Pass,70,40
202400168,2024,11,2,GLENN,11/5/24,Orland,0,M,J,"To fund Orland Ambulance Services, construction and maintenance of Orland Streets, Orland Parks and Recreation, and Orland Library Services, and other general funded City services, shall the measure to raise the current city sales tax rate of 0.5¢ to 1.0¢, providing approximately $1,500,000, annually, all money locally controlled, with published annual audits, starting April 1, 2025, until ended by voters, be adopted?",4,100,Sales Tax,General Services," 1,707 ", 846 ," 2,553 ",66.9%,M,1,Pass,0,202400168," 1,707 ", 846 ," 2,553 ",66.9%,1,Pass,1,100
202400169,2024,11,2,GLENN,11/5/24,Willows,0,M,I,"Shall the City of Willows enact a general transactions and use tax in the total amount of one and one-half percent (1.5%) to be used for the purpose of providing the citizens of Willows with critical city services including and not limited to, law enforcement, fire, emergency medical, public works, community development, recreation, administration, library, and finance, under local control and annual audits with a sunset date of fifteen years, be approved?",4,100,Sales Tax,General Services," 1,243 ", 815 ," 2,058 ",60.4%,M,1,Pass,0,202400169," 1,243 ", 815 ," 2,058 ",60.4%,1,Pass,1,100
202400170,2024,12,2,HUMBOLDT,11/5/24,Eureka,0,M,F,"Shall the measure amending Eureka's General Plan, creating an overlay designation for downtown that limits 21 City-owned lots, with exceptions, to parking at or above the current capacity and high-density housing, and creating an overlay designation for the former Jacobs Middle School site, allowing housing, public, quasi-public, and commercial uses, with at least 40% of non-public use area dedicated to high-density housing, be adopted?",70,22,Ordinance,Land Use: Zoning," 3,490 "," 7,913 "," 11,403 ",30.6%,M,2,Fail,0,202400170," 3,490 "," 7,913 "," 11,403 ",30.6%,2,Fail,70,20
202400171,2024,12,2,HUMBOLDT,11/5/24,Fortuna,0,M,P,"To improve and maintain essential services, including police services; nuisance abatement; streets, sidewalks, and drainage; park improvement; and programs for youth and seniors; shall the measure to increase the existing transaction and use tax from 0.75% to 1.5% through March 31, 2033 (unless sooner repealed), providing an additional $1.8 million in annual revenue, requiring an independent audit, and community oversight by the Measure E No Committee, with all funds remaining in Fortuna, be adopted?",4,100,Sales Tax,General Services," 2,164 "," 3,029 "," 5,193 ",41.7%,M,2,Fail,0,202400171," 2,164 "," 3,029 "," 5,193 ",41.7%,2,Fail,1,100
202400172,2024,12,2,HUMBOLDT,11/5/24,Trinidad,0,M,L,"Shall a ¾ cent transaction and use tax be continued in the City of Trinidad for four years, starting on April 1, 2025?",4,112,Sales Tax,Revenues: Tax Creation/Incr./Contin., 145 , 70 , 215 ,67.4%,M,1,Pass,0,202400172, 145 , 70 , 215 ,67.4%,1,Pass,1,110
202400173,2024,13,2,IMPERIAL,4/16/24,Calexico,0,R,1,Shall RAUL UREÑA be recalled (removed) from the office of City Councilmember of the City of Calexico?,50,46,Recall,Governance: Recall," 3,971 "," 1,525 "," 5,496 ",72.3%,M,1,Pass,0,202400173," 3,971 "," 1,525 "," 5,496 ",72.3%,1,Pass,50,40
202400174,2024,13,2,IMPERIAL,4/16/24,Calexico,0,R,2,Shall GILBERTO MANZANAREZ be recalled (removed) from the office of City Councilmember of the City of Calexico?,50,46,Recall,Governance: Recall," 3,878 "," 1,569 "," 5,447 ",71.2%,M,1,Pass,0,202400174," 3,878 "," 1,569 "," 5,447 ",71.2%,1,Pass,50,40
202400175,2024,13,2,IMPERIAL,11/5/24,Brawley,0,M,J,"Shall the measure maintaining 911 emergency response, fire protection, firefighter paramedics, neighborhood police patrols, gang/drug prevention; keeping parks/public areas safe/clean, addressing homelessness; repairing streets/roads, potholes; retaining/attracting local small businesses; upgrading local water infrastructure, general government use, by establishing a 1% sales tax providing estimated $3,800,000 annually until ended by voters, requiring independent audits, public spending disclosure, all funds for Brawley, be adopted?",4,100,Sales Tax,General Services," 5,011 "," 2,644 "," 7,655 ",65.5%,M,1,Pass,0,202400175," 5,011 "," 2,644 "," 7,655 ",65.5%,1,Pass,1,100
202400176,2024,13,2,IMPERIAL,11/5/24,Calipatria,0,M,I,Shall the office of city treasurer be appointive?,70,43,Ordinance,Governance: Organization, 378 , 469 , 847 ,44.6%,M,2,Fail,0,202400176, 378 , 469 , 847 ,44.6%,2,Fail,70,40
202400177,2024,13,2,IMPERIAL,11/5/24,Calipatria,0,M,M,Shall the office of city clerk be appointive?,70,43,Ordinance,Governance: Organization, 375 , 471 , 846 ,44.3%,M,2,Fail,0,202400177, 375 , 471 , 846 ,44.3%,2,Fail,70,40
202400178,2024,15,2,KERN,3/5/24,California City,0,M,A,"Shall the measure to extend the City’s special parcel tax on all real property within the City of California City, in an annual amount not to exceed $146.00, estimated to generate approximately $5.2 million annually, expiring in five (5) years, solely to fund essential public services, limited to city administrative expenses, personnel services, operations and maintenance, equipment, vehicles, supplies, capital outlays, law enforcement, fire protection, emergency medical services, and code enforcement, be adopted?",3,100,Property Tax,General Services, 777 , 978 ," 1,755 ",44.3%,T,2,FailT,0,202400178, 777 , 978 ," 1,755 ",44.3%,2,FailT,1,100
202400179,2024,15,2,KERN,11/5/24,California City,0,M,N,"Shall the measure establishing a 1¢ sales tax for general government use to maintain the City of California City's vital services, such as maintaining neighborhood police patrols, fire protection, 911 emergency response times, maintaining crime suppression and investigation, city streets and pothole repair, parks and recreation, job creation and economic improvement programs, senior and youth services, and generating approximately $700,000 annually, in perpetuity, with regular financial audits, independent citizens' oversight, and requiring funds be used locally, be adopted?",4,100,Sales Tax,General Services," 2,456 "," 1,451 "," 3,907 ",62.9%,M,1,Pass,0,202400179," 2,456 "," 1,451 "," 3,907 ",62.9%,1,Pass,1,100
202400180,2024,15,2,KERN,11/5/24,Maricopa,0,M,W,"Shall there be enacted in the City of Maricopa an additional temporary sales tax rate increase of one percent (1.00%) which will end after ten (10) years, the proceeds of which shall be used to preserve essential general governmental services including, but not limited to street and road improvements, police and fire protection, parks and recreation and other City General Fund services?",4,100,Sales Tax,General Services, 168 , 151 , 319 ,52.7%,M,1,Pass,0,202400180, 168 , 151 , 319 ,52.7%,1,Pass,1,100
202400181,2024,15,2,KERN,11/5/24,McFarland,0,M,O,"To maintain local funding for essential ervices including: Police and Fire/Emergency Medical Service response, street/road repair, and park maintenance in the City of McFarland, shall a measure expanding the definition of hotel to include campgrounds, amending the definition of ""Tax Administrator"" to the Finance Director, and increasing the existing Transient Occupancy Tax (paid by hotel/lodging guests) from 6% to 12%, providing an estimated $500,000 annually, with independent audits, until ended by voters, be adopted?",9,110,Transient Occupancy Tax,Revenues," 1,252 ", 973 ," 2,225 ",56.3%,M,1,Pass,0,202400181," 1,252 ", 973 ," 2,225 ",56.3%,1,Pass,1,110
202400182,2024,15,2,KERN,11/5/24,McFarland,0,M,P,"To maintain local funding for essential services including: Police and Fire/Emergency Medical Service response, street/road repair, and park maintenance in the City of McFarland, shall a measure establishing a 5% utility user tax on gas, electricity, video, telecommunication services, providing an estimated $750,000 annually, with independent audits, until ended by voters, be adopted?",5,100,Utility Tax,General Services," 1,422 ", 803 ," 2,225 ",63.9%,M,1,Pass,0,202400182," 1,422 ", 803 ," 2,225 ",63.9%,1,Pass,1,100
202400183,2024,15,2,KERN,11/5/24,Ridgecrest,0,M,V,"To prevent cuts/ maintain City of Ridgecrest services, such as: repair potholes/ city streets; 9-1-1 emergency/ medical response times; neighborhood police patrols; attract/retain local business/ jobs; and for general government use, shall the City of Ridgecrest measure reauthorizing a previously voter approved 1 ¢ sales tax with no tax increase, providing $6,500,000 annually, until ended by voters, with independent oversight/ audits, all funds for City of Ridgecrest, no funds for Sacramento, be adopted?",4,100,Sales Tax,General Services," 7,863 "," 3,611 "," 11,474 ",68.5%,M,1,Pass,0,202400183," 7,863 "," 3,611 "," 11,474 ",68.5%,1,Pass,1,100
202400184,2024,16,2,KINGS,11/5/24,Avenal ,0,M,B,"Shall Ordinance 2024-01 be adopted, (1) authorizing a vacancy tax on unused or unoccupied commercial spaces and uninhabited residences in the City of Avenal, up to $1,000 per linear foot of frontage, (2) setting transient occupancy tax at 15%, and (3) creating a progressive rate structure that would set business license tax rates from .05% to .475% of gross receipts, generating undetermined revenue, potentially up to $84,000 annually, until repealed?",1,112,0,Revenues: Tax Creation/Incr./Contin., 579 , 739 ," 1,318 ",43.9%,M,2,Fail,0,202400184, 579 , 739 ," 1,318 ",43.9%,2,Fail,1,110
202400185,2024,16,2,KINGS,11/5/24,Hanford,0,M,H,"To provide funding that would remain local and cannot be taken by the State to preserve/improve essential city services including, police, fire, 911 emergency response, neighborhood police patrols, crime prevention; maintain city streets and parks; address homelessness; improve youth/senior programs; retain local jobs; and other general services, shall City of Hanford enact a 1% Transaction and Use Tax (Sales Tax), providing approximately $19,200,000 annually, until ended by voters,· requiring annual independent audits and citizens' oversight?",4,100,Sales Tax,General Services," 12,781 "," 7,439 "," 20,220 ",63.2%,M,1,Pass,0,202400185," 12,781 "," 7,439 "," 20,220 ",63.2%,1,Pass,1,100
202400186,2024,16,2,KINGS,11/5/24,Lemoore,0,M,S,"To maintain a clean, safe community, with services such as 911 emergency response, police patrols, fire services, street and crosswalk repair, park and recreation programs, and to retain and attract businesses, shall the City of Lemoore adopt a measure establishing a 1 % sales tax providing approximately $3,850,000 annually until ended by voters, with all funds remaining in Lemoore and subject to an annual audit and citizens oversight committee to advise on use of the tax?",4,100,Sales Tax,General Services," 5,638 "," 2,780 "," 8,418 ",67.0%,M,1,Pass,0,202400186," 5,638 "," 2,780 "," 8,418 ",67.0%,1,Pass,1,100
202400187,2024,19,2,LOS ANGELES,3/5/24,Bell,0,M,I,"Shall the measure, entitled City of Bell Transactions and Use Tax Measure, establishing a three-quarter cent per dollar (0.75%) general sales tax, annually providing an estimated $1.5 million in revenue, until ended by voters, with funds being deposited into the City of Bell General Fund for Public Safety (Police and Fire); Youth and Seniors Recreation Programs and Services; and for general government use, be adopted?",4,100,Sales Tax,General Services," 1,289 "," 1,458 "," 2,747 ",46.9%,M,2,Fail,0,202400187," 1,289 "," 1,458 "," 2,747 ",46.9%,2,Fail,1,100
202400188,2024,19,2,LOS ANGELES,3/5/24,Glendale,0,M,A,"Shall City Charter be amended to allow the council to establish by ordinance the standards, procedures, rules or regulations relating to all aspects of the award and performance of contracts, including contracts for the construction of public improvements, such as compensation paid for performance of such work?",20,47,Charter Amendment,Governance: Contracting/Bidding/Leasing," 20,300 "," 12,429 "," 32,729 ",62.0%,M,1,Pass,0,202400188," 20,300 "," 12,429 "," 32,729 ",62.0%,1,Pass,20,40
202400189,2024,19,2,LOS ANGELES,3/5/24,Huntington Park,0,M,CC,Term limits for members of the City Council. Shall the ordinance limiting the number of four-year terms served by members of the Huntington Park City Council be limited to four consecutive terms prospectively? The ordinance provides that no person shall serve more than four consecutive terms in city council and any person who has served four terms may reset the four-term cap after abstaining from running in one general municipal Election?,70,45,Ordinance,Governance: Political Reform/Term Limits," 2,788 ", 885 ," 3,673 ",75.9%,M,1,Pass,0,202400189," 2,788 ", 885 ," 3,673 ",75.9%,1,Pass,70,40
202400190,2024,19,2,LOS ANGELES,3/5/24,Huntington Park,0,M,PP,"To provide Huntington Park residents access to overnight parking, reduce 9-1-1 emergencies response times by preventing parking violations that block streets and make it difficult for ambulances, fire engines, police, paramedics, and other emergency personnel to navigate city streets; improve trash collection and street sweeping services, shall Huntington Park be directed to conduct a citywide study to develop, implement and enforce a parking permit program on public streets to improve residents quality of life?",70,30,Ordinance,Safety," 2,335 "," 1,323 "," 3,658 ",63.8%,M,1,Pass,0,202400190," 2,335 "," 1,323 "," 3,658 ",63.8%,1,Pass,70,30
202400191,2024,19,2,LOS ANGELES,3/5/24,La Cañada Flintridge,0,M,LC,"Shall the measure, funding City of La Cañada Flintridge services such as increasing neighborhood Sheriff patrols; preparing for and responding to wildfires/natural disasters; repaving and repairing streets/potholes; keeping public spaces safe and clean; maintaining parks and community programs for youth and seniors; and for general government use by establishing a ¾¢ sales tax providing approximately $2,625,000 annually until ended by voters; requiring audits and line item budget disclosures, with all funds used locally, be adopted?",4,100,Sales Tax,General Services," 3,955 "," 2,747 "," 6,702 ",59.0%,M,1,Pass,0,202400191," 3,955 "," 2,747 "," 6,702 ",59.0%,1,Pass,1,100
202400192,2024,19,2,LOS ANGELES,3/5/24,Long Beach,0,M,RW,"Shall the measure increasing the minimum wage for qualifying hotel workers from $17.55 per hour to $23.00 per hour on July 1, 2024, gradually increasing annually to $29.50 per hour by July 1, 2028, applying cost of living increases starting July 1, 2029, clarifying ""wages"" and ""service charges"" paid to qualifying hotel workers and authorizing the Council to make future amendments to the City's hotel worker minimum compensation standards, starting June 1, 2029, be adopted?",70,40,Ordinance,Governance," 39,949 "," 35,234 "," 75,183 ",53.1%,M,1,Pass,0,202400192," 39,949 "," 35,234 "," 75,183 ",53.1%,1,Pass,70,40
202400193,2024,19,2,LOS ANGELES,3/5/24,Los Angeles,0,M,HL,"Shall an ordinance providing that when the City of Los Angeles makes a qualifying improvement to a City-owned street (e.g., a paving project), the City must also install certain street enhancements described in the City's Mobility Plan network of pedestrian, bicycle, transit, and vehicle routes; and requiring the City to provide publicly accessible information regarding street improvements; be adopted?",70,62,Ordinance,Transport: Roads," 362,706 "," 191,020 "," 553,726 ",65.5%,M,1,Pass,0,202400193," 362,706 "," 191,020 "," 553,726 ",65.5%,1,Pass,70,60
202400194,2024,19,2,LOS ANGELES,3/5/24,Pasadena,0,M,R,"Shall amendments to the Pasadena City Charter to: 1) make clerical corrections relating to outdated language and citations contained in various sections of the City Charter; and 2) update the accounting method used to calculate the existing voter-approved transfer from the Power Fund to the General Fund, in accordance with Generally Accepted Accounting Principles (GAAP), for general government use such as 911 response, fire, paramedic, public health, street repairs, senior, and homeless services, be adopted?",20,40,Charter Amendment,Governance," 28,568 "," 3,673 "," 32,241 ",88.6%,M,1,Pass,0,202400194," 28,568 "," 3,673 "," 32,241 ",88.6%,1,Pass,20,40
202400195,2024,19,2,LOS ANGELES,3/5/24,Pasadena,0,M,S,"Shall amendments to Article X of the Pasadena City Charter to require the City Council to set limits by ordinance for contract, settlement, and claim approvals, be adopted?",20,47,Charter Amendment,Governance: Contracting/Bidding/Leasing," 27,254 "," 4,276 "," 31,530 ",86.4%,M,1,Pass,0,202400195," 27,254 "," 4,276 "," 31,530 ",86.4%,1,Pass,20,40
202400196,2024,19,2,LOS ANGELES,3/5/24,Pasadena,0,M,T,"Shall an amendment to Article X of the Pasadena City Charter include additional contract selection methods, requiring City Council approval, to deliver significant public capital improvement and infrastructure projects efficiently, timely, and within budget for essential municipal services such as police, fire, public works and parks, resulting in less cost to taxpayers, be adopted?",20,47,Charter Amendment,Governance: Contracting/Bidding/Leasing," 28,368 "," 3,382 "," 31,750 ",89.3%,M,1,Pass,0,202400196," 28,368 "," 3,382 "," 31,750 ",89.3%,1,Pass,20,40
202400197,2024,19,2,LOS ANGELES,3/5/24,Pomona,0,M,P,"To maintain City services such as 911 emergency response, police, fire, crime prevention, youth/recreation, library, park and road maintenance, homelessness services, and other City programs, shall the measure keeping the current City Transactions and Use Tax at 0.75% beyond the March 31, 2029 sunset date and until ended by Pomona voters, providing an estimated $16.8 million annually for general government use, subject to public disclosure and oversight, be adopted?",4,100,Sales Tax,General Services," 8,850 "," 5,878 "," 14,728 ",60.1%,M,1,Pass,0,202400197," 8,850 "," 5,878 "," 14,728 ",60.1%,1,Pass,1,100
202400198,2024,19,2,LOS ANGELES,3/5/24,Pomona,0,M,X,"Shall the measure reducing the rate of the City's Transactions and Use Tax from 0.75% to 0.50%, and extending the term of the Transactions and Use Tax by repealing its March 31, 2029 expiration date/sunset, resulting in an average of $5.8M in reduced revenues annually for general government use until ended by voters, be adopted?",4,111,Sales Tax,Revenues: Tax Repeal/Reduction/Limit," 7,727 "," 6,377 "," 14,104 ",54.8%,M,1,Pass,0,202400198," 7,727 "," 6,377 "," 14,104 ",54.8%,1,Pass,1,110
202400199,2024,19,2,LOS ANGELES,4/9/24,Lancaster,0,A,C,(ADVISORY) Do you support the City of Lancaster exploring and potentially establishing a drug treatment program similar to Teen Challenge to address drug-related issues within our community?,30,106,Advisory,General Services: Social/Welfare," 7,449 "," 4,977 "," 12,426 ",59.9%,M,1,Pass,0,202400199," 7,449 "," 4,977 "," 12,426 ",59.9%,1,Pass,30,100
202400200,2024,19,2,LOS ANGELES,4/9/24,Vernon,0,M,X,"Shall the measure establishing a ten percent (10%) transient occupancy tax to fund general services in the City of Vernon, such as street and sidewalk repairs, public safety, and City health services, to be paid by hotel guests staying within the City of Vernon, providing an estimated $84,539 annual revenue for general government use until ended by voters, with all funds locally controlled, be adopted?",9,100,Transient Occupancy Tax,General Services, 26 , 3 , 29 ,89.7%,M,1,Pass,0,202400200, 26 , 3 , 29 ,89.7%,1,Pass,1,100
202400201,2024,19,2,LOS ANGELES,11/5/24,Artesia,0,M,AAA,"Shall the measure funding Artesia general services such as maintaining 911 emergency response, crime prevention programs involving thefts/burglaries, neighborhood sheriff patrols; repairing streets/potholes/sidewalks; cleaning/maintaining public areas; maintaining safe routes to schools programs, youth gang prevention programs and street lighting by enacting a ¾¢ sales tax providing approximately $2,500,000 annually until ended by voters; requiring audits/public spending disclosure/all funds benefit Artesia residents, be adopted?",4,100,Sales Tax,General Services," 3,619 "," 1,670 "," 5,289 ",68.4%,M,1,Pass,0,202400201," 3,619 "," 1,670 "," 5,289 ",68.4%,1,Pass,1,100
202400202,2024,19,2,LOS ANGELES,11/5/24,Artesia,0,M,I,"Shall a measure be adopted to amend the Artesia General Plan 2030, the Artesia Boulevard Corridor Specific Plan, and the Artesia Municipal Code to require ""major modifications"" to the Artesia Boulevard Corridor Specific Plan to be approved by voters?",70,26,Ordinance,Land Use: Voter Approval," 2,267 "," 2,857 "," 5,124 ",44.2%,M,2,Fail,0,202400202," 2,267 "," 2,857 "," 5,124 ",44.2%,2,Fail,70,20
202400203,2024,19,2,LOS ANGELES,11/5/24,Azusa,0,M,ZZ,"Shall the measure to maintain locally-generated funding for police, firefighter/ paramedic/ 911 response services; clean up encampments/ address homelessness; fix potholes/ streets; maintain gang enforcement, neighborhood patrols, clean water, parks, community centers, senior services, afterschool programs and other general City services, authorizing a ¼¢ sales tax, taking effect when legally permissible, generating approximately $2,500,000 annually until ended by voters; requiring audits/spending disclosure, be adopted?",4,100,Sales Tax,General Services," 9,706 "," 4,674 "," 14,380 ",67.5%,M,1,Pass,0,202400203," 9,706 "," 4,674 "," 14,380 ",67.5%,1,Pass,1,100
202400204,2024,19,2,LOS ANGELES,11/5/24,Bellflower,0,M,B,"Shall the Bellflower City Charter to establish Bellflower as a charter city, which would give Bellflower more authority over city affairs and local laws to make sure they are tailored to the specific needs of the City; give the City more local control in determining land use; reduce the influence of outside agencies, including the State of California; and would require all changes to the charter be approved by voters, be approved?",20,40,Charter Amendment,Governance," 17,740 "," 5,092 "," 22,832 ",77.7%,M,1,Pass,0,202400204," 17,740 "," 5,092 "," 22,832 ",77.7%,1,Pass,20,40
202400205,2024,19,2,LOS ANGELES,11/5/24,Compton,0,M,CA,Shall the Compton City Charter be amended to make the City Attorney an appointed position and possess at least ten years of municipal law experience?,20,43,Charter Amendment,Governance: Organization," 13,094 "," 9,204 "," 22,298 ",58.7%,M,1,Pass,0,202400205," 13,094 "," 9,204 "," 22,298 ",58.7%,1,Pass,20,40
202400206,2024,19,2,LOS ANGELES,11/5/24,Cudahy,0,M,AA,Shall the ordinance limiting the number of four- year terms that may be served by the members of the Cudahy City Council be limited to three (3) terms be adopted?,70,45,Ordinance,Governance: Political Reform/Term Limits," 2,795 "," 1,298 "," 4,093 ",68.3%,M,1,Pass,0,202400206," 2,795 "," 1,298 "," 4,093 ",68.3%,1,Pass,70,40
202400207,2024,19,2,LOS ANGELES,11/5/24,Downey,0,M,D,"To maintain Downey's long-term financial stability and general city services such as 911 response and fire/police protection; prevent crimes/thefts; recruit/retain well-trained firefighters/police officers; help ensure children have safe places to play; repair streets/potholes; shall an ordinance establishing a 1/4¢ sales tax providing approximately $6,000,000 annually until ended by voters; requiring audits, public spending disclosures/all funds locally controlled benefiting Downey residents, be adopted?",4,100,Sales Tax,General Services," 26,324 "," 12,803 "," 39,127 ",67.3%,M,1,Pass,0,202400207," 26,324 "," 12,803 "," 39,127 ",67.3%,1,Pass,1,100
202400208,2024,19,2,LOS ANGELES,11/5/24,Duarte,0,M,QQ,"Shall a measure authorizing the City Council of the City of Duarte to adopt an ordinance to permit no more than two (2) storefront retail sales cannabis dispensaries and that taxes cannabis businesses up to 10% of gross receipts to raise up to approximately $2,526,250 annually until ended by voters be adopted?",2,20,Business Tax,Land Use," 4,523 "," 4,163 "," 8,686 ",52.1%,M,1,Pass,0,202400208," 4,523 "," 4,163 "," 8,686 ",52.1%,1,Pass,1,20
202400209,2024,19,2,LOS ANGELES,11/5/24,El Monte,0,M,EM,"To preserve funding for various City services and goals like fire protection; graffiti removal; street and sidewalk repair; park maintenance and enhancements; youth and senior programs; building rainy day reserves and any other general governmental purpose, shall the City's 1 /2% transactions and use tax be increased to 3/4% and extended indefinitely until ended by voters to raise an additional $3,500,000 annually?",4,100,Sales Tax,General Services," 11,885 "," 9,633 "," 21,518 ",55.2%,M,1,Pass,0,202400209," 11,885 "," 9,633 "," 21,518 ",55.2%,1,Pass,1,100
202400210,2024,19,2,LOS ANGELES,11/5/24,Glendora,0,M,Z,"To maintain and enhance existing City services including public safety, homelessness, roads/streets, and quality of life issues, shall the City’s Measure be adopted approving an ordinance that replaces Los Angeles County’s Measure H upon its sunset or repeal, by enacting a one-quarter percent (0.25%) transactions and use tax providing approximately $3,000,000 annually in general revenue for Glendora, to be levied until ended by the voters, to ensure that all funds stay local?",4,100,Sales Tax,General Services," 14,296 "," 10,496 "," 24,792 ",57.7%,M,1,Pass,0,202400210," 14,296 "," 10,496 "," 24,792 ",57.7%,1,Pass,1,100
202400211,2024,19,2,LOS ANGELES,11/5/24,Hermosa Beach,0,M,HB,"Shall the measure protecting essential services such as police, crime prevention, parks, streets and sidewalks, beaches, cleaning of public areas, addressing homelessness, schools, supporting local businesses, and for other general governmental use by enacting a 3/4¢ transaction and use (sales) tax providing approximately $3,000,000 annually, with a sunset clause 20 years from the effective date, or until ended by voters, with annual audits, a citizen oversight committee and all funds staying local, be adopted?",4,100,Sales Tax,General Services," 4,488 "," 6,041 "," 10,529 ",42.6%,M,2,Fail,0,202400211," 4,488 "," 6,041 "," 10,529 ",42.6%,2,Fail,1,100
202400212,2024,19,2,LOS ANGELES,11/5/24,Irwindale,0,M,IR,"Shall the measure to maintain locally-generated funding for police, emergency/ disaster response, senior citizens/ parks/ transportation/ recreation/ library/ aquatics, and economic/ job development; fix potholes/ streets; clean up encampments/ address homelessness; and other general City services; authorizing a ¼% Supplemental Transactions and Use Tax, taking effect when legally permissible, generating approximately $1,000,000 annually until ended by voters; and funds only for Irwindale, be adopted?",4,100,Sales Tax,General Services, 459 , 217 , 676 ,67.9%,M,1,Pass,0,202400212, 459 , 217 , 676 ,67.9%,1,Pass,1,100
202400213,2024,19,2,LOS ANGELES,11/5/24,Lancaster,0,M,YM,"Shall an ordinance protecting Lancaster’s financial stability; maintaining essential services; maintaining 911 response; retaining businesses; maintaining veterans, senior, mental health, and homelessness community programs; by amending the city’s sales and use tax ordinance to provide automatic increase to the sales and use tax rate to the maximum permitted – whether because another tax expires, the Legislature increases the statutory maximum use tax for the City, or otherwise – be adopted?",4,100,Sales Tax,General Services," 26,705 "," 24,468 "," 51,173 ",52.2%,M,1,Pass,0,202400213," 26,705 "," 24,468 "," 51,173 ",52.2%,1,Pass,1,100
202400214,2024,19,2,LOS ANGELES,11/5/24,Long Beach,0,M,HC,"Shall the measure amending the Charter to reduce Harbor and Public Utilities Commissioner terms to four years, transfer authority over Harbor Department employment and personnel matters from the Board of Harbor Commissioners to the Department’s Chief Executive Officer, excepting a Board- appointed Chief Operating Officer, Executive Officer to the Board, and Board staff, and increasing penalties for violations of Harbor Department rules from $500 to $1000, and changing the Harbor budget approval date, be adopted?",20,43,Charter Amendment,Governance: Organization," 85,578 "," 63,833 "," 149,411 ",57.3%,M,1,Pass,0,202400214," 85,578 "," 63,833 "," 149,411 ",57.3%,1,Pass,20,40
202400215,2024,19,2,LOS ANGELES,11/5/24,Long Beach,0,M,JB,"Shall the measure amending the City’s Charter to combine the Civil Service and Human Resources Departments into one unified department to manage all employee recruitment, hiring, and certifications; and establish an independent Civil Service Employee Rights and Appeals Commission to resolve complaints regarding Civil Service rules, to adjudicate classified employee disciplinary appeals; and to implement classified hiring preferences for Long Beach residents, students from local colleges and universities, current employees, and certain internships/apprenticeships, be adopted?",20,43,Charter Amendment,Governance: Organization," 95,813 "," 58,911 "," 154,724 ",61.9%,M,1,Pass,0,202400215," 95,813 "," 58,911 "," 154,724 ",61.9%,1,Pass,20,40
202400216,2024,19,2,LOS ANGELES,11/5/24,Long Beach,0,M,LB,"Shall the measure to maintain general city services, including 911 response; firefighter/paramedic; pothole/street repairs; improve storm drains; afterschool programs; senior services; parks; libraries; public health; and homeless services, by eliminating the exemption for electrical corporations/government agencies using gas to make electricity and applying Long Beach’s existing 5% gas utility user tax to said corporations/agencies, generating approximately $15,000,000 annually until ended by voters, requiring audits, spending disclosure, and all funds used locally, be adopted?",5,100,Utility Tax,General Services," 133,093 "," 29,854 "," 162,947 ",81.7%,M,1,Pass,0,202400216," 133,093 "," 29,854 "," 162,947 ",81.7%,1,Pass,1,100
202400217,2024,19,2,LOS ANGELES,11/5/24,Los Angeles,0,M,DD,Shall the City Charter be amended to establish an independent redistricting commission to redraw Council district lines every ten years in the City of Los Angeles?,20,43,Charter Amendment,Governance: Organization," 878,639 "," 302,811 "," 1,181,450 ",74.4%,M,1,Pass,0,202400217," 878,639 "," 302,811 "," 1,181,450 ",74.4%,1,Pass,20,40
